latitude,longitude
-229.661,-4.317.552
-2.297.175,-4.319.133
-2.297.765,-434.194
-2.297.806,-4.341.584
-2.289.669,-4.328.093
-2.298.799,-4.319.154
-2.296.894,-4.318.832
-2.298.612,-4.320.719
-2.297.887,-4.319.845
-2.291.722,-4.321.897
-2.300.969,-433.652
-230.256,-4.351.238
-2.300.885,-4.336.445
-229.958,-4.341.676
-2.297.441,-4.348.387
-2.299.165,-4.323.242
-229.738,-4.339.576
-2.284.371,-4.331.242
-2.298.277,-4.319.187
-2.300.827,-4.332.402
-2.303.072,-4.348.049
-2.296.754,-4.318.823
-2.297.704,-4.319.679
-2.291.896,-4.317.875
-2.296.301,-4.317.302
-2.296.173,-4.317.488
-2.300.675,-4.342.359
-2.297.103,-4.318.709
-2.292.884,-4.317.844
-2.298.127,-431.918
-2.298.458,-4.319.655
-2.298.277,-4.319.247
-2.298.527,-4.319.601
-2.298.053,-4.332.575
-2.302.074,-4.346.391
-2.297.627,-4.319.299
-2.291.715,-433.947
-229.958,-434.177
-2.297.837,-4.322.757
-22.963,-433.973
-2.296.987,-4.338.864
-2.297.732,-4.318.968
-2.293.408,-4.317.644
-2.293.236,-4.318.643
-2.293.218,-4.318.737
-2.299.045,-4.355.162
-229.663,-4.317.845
-2.295.329,-4.318.778
-2.300.394,-434.255
-2.298.254,-4.320.198
-2.298.328,-4.320.621
-2.296.753,-4.318.153
-2.297.385,-4.338.928
-229.165,-431.823
-2.296.538,-4.317.628
-2.291.712,-4.318.785
-2.297.367,-4.318.853
-2.290.269,-4.328.178
-2.298.464,-4.319.266
-2.297.442,-4.322.516
-2.295.743,-4.319.412
-2.298.345,-4.319.103
-2.292.659,-4.317.312
-2.297.338,-4.319.003
-2.298.643,-4.320.638
-2.295.353,-4.318.531
-2.298.852,-4.335.825
-2.301.813,-4.347.149
-230.089,-4.336.671
-2.299.096,-4.335.186
-2.296.233,-4.317.593
-2.296.963,-4.318.826
-2.293.564,-4.319.097
-2.298.869,-4.348.455
-2.298.471,-4.319.566
-2.291.614,-4.317.982
-2.296.754,-4.338.644
-2.301.229,-4.344.971
-2.299.853,-4.337.721
-2.292.593,-4.319.116
-2.296.674,-4.318.181
-2.293.798,-4.317.634
-2.297.039,-4.341.844
-2.296.989,-434.197
-2.297.023,-434.174
-2.291.387,-4.324.391
-2.297.996,-431.944
-2.298.334,-4.320.102
-2.296.475,-4.318.275
-2.300.268,-4.332.815
-2.297.275,-4.319.059
-2.296.855,-4.341.678
-2.296.114,-4.317.441
-2.281.291,-4.319.646
-2.297.042,-4.338.506
-2.298.365,-4.322.548
-2.297.199,-4.339.327
-229.888,-4.322.907
-2.296.962,-4.318.581
-2.303.124,-434.749
-2.293.184,-4.317.866
-2.297.794,-4.341.597
-2.297.403,-4.318.814
-2.291.548,-431.809
-2.300.734,-4.345.661
-2.291.554,-4.318.138
-2.288.454,-4.345.586
-2.298.532,-4.319.576
-2.298.599,-4.321.121
-2.298.612,-4.320.176
-2.299.878,-4.337.801
-2.297.141,-4.318.745
-2.295.105,-431.761
-2.297.322,-4.338.592
-2.297.441,-4.319.181
-2.297.225,-4.339.285
-2.298.453,-4.319.694
-2.296.328,-4.317.441
-2.296.284,-4.317.384
-2.300.484,-433.406
-2.297.854,-4.319.007
-2.300.921,-4.334.407
-2.302.258,-4.348.769
-2.301.539,-4.330.956
-2.297.086,-4.318.602
-2.300.735,-4.334.552
-2.300.728,-4.334.565
-2.300.583,-4.334.469
-229.808,-4.319.048
-2.298.265,-431.909
-229.849,-4.320.155
-2.296.534,-4.318.147
-2.298.069,-4.320.191
-2.303.062,-4.349.835
-22.983,-4.346.708
-2.296.782,-4.318.234
-2.292.594,-4.318.981
-2.297.463,-4.318.756
-2.298.162,-4.322.223
-2.297.331,-4.319.158
-2.290.644,-4.317.383
-2.300.463,-4.332.842
-229.721,-4.337.206
-2.298.637,-4.319.103
-2.296.099,-431.753
-2.298.748,-4.319.041
-2.298.254,-4.319.406
-2.288.484,-434.153
-2.295.774,-4.318.472
-2.298.526,-432.108
-2.298.302,-4.320.326
-2.297.762,-4.332.594
-2.296.273,-4.320.321
-2.298.557,-4.319.122
-2.296.449,-431.727
-2.293.725,-431.758
-2.297.254,-4.338.311
-2.298.282,-4.319.875
-2.298.336,-4.319.301
-2.298.424,-4.320.614
-230.242,-4.346.196
-2.297.166,-4.338.165
-22.972,-4.318.762
-2.297.432,-4.319.065
-2.296.534,-4.339.766
-2.299.841,-4.326.455
-230.193,-434.815
-2.296.494,-4.317.957
-2.296.462,-4.317.875
-2.298.242,-4.319.871
-2.298.357,-4.320.191
-2.298.507,-4.320.212
-2.298.534,-4.320.066
-229.516,-4.317.803
-2.293.525,-4.319.196
-2.298.453,-4.319.605
-2.296.706,-4.318.575
-2.297.058,-4.318.057
-22.971,-4.318.386
-2.297.117,-4.338.485
-229.863,-4.318.916
-2.297.129,-4.318.643
-229.322,-4.319.046
-2.297.607,-4.318.782
-229.687,-4.318.344
-2.298.754,-4.319.298
-230.107,-434.503
-2.300.686,-433.234
-2.296.516,-4.317.726
-2.298.088,-4.321.983
-2.301.572,-4.330.223
-2.301.234,-4.345.572
-2.298.297,-4.319.247
-2.300.442,-4.328.188
-2.298.481,-4.319.393
-2.297.392,-4.339.588
-2.300.359,-4.332.565
-2.296.633,-431.839
-2.296.794,-4.318.891
-2.297.171,-4.338.988
-2.298.255,-4.319.688
-2.294.344,-4.317.453
-229.707,-4.339.893
-2.298.371,-4.319.916
-229.319,-4.318.111
-2.301.096,-4.332.335
-2.298.458,-4.319.494
-2.298.417,-4.319.526
-2.300.382,-4.342.922
-2.298.661,-4.319.722
-2.293.409,-4.317.678
-2.294.886,-4.318.574
-2.301.049,-4.332.697
-2.306.472,-4.356.541
-2.299.971,-4.341.895
-2.297.343,-4.318.602
-2.297.224,-4.319.232
-2.300.973,-4.336.884
-2.292.783,-4.317.261
-2.295.895,-4.316.762
-2.301.052,-4.331.536
-2.298.525,-4.318.985
-2.299.365,-4.323.516
-2.302.268,-4.346.038
-2.298.121,-4.333.001
-2.297.316,-4.319.058
-2.298.456,-4.320.836
-2.296.429,-4.317.892
-2.298.244,-4.319.767
-2.298.005,-4.320.366
-2.293.174,-4.317.652
-2.298.227,-4.319.336
-2.296.305,-4.317.652
-2.298.457,-4.319.467
-2.298.046,-4.323.562
-2.296.883,-4.338.421
-2.286.872,-4.330.719
-229.732,-4.322.646
-2.296.781,-4.318.348
-2.297.947,-4.320.315
-2.298.319,-4.319.198
-2.296.958,-4.318.146
-2.301.337,-4.347.951
-2.294.669,-4.318.251
-2.296.405,-4.317.259
-2.298.343,-4.320.813
-2.298.541,-432.065
-2.297.174,-4.338.259
-2.291.712,-4.323.491
-2.295.085,-4.318.152
-2.300.751,-433.259
-229.143,-4.318.201
-2.297.388,-4.318.784
-2.298.474,-4.321.022
-2.296.511,-4.321.921
-2.294.172,-4.318.599
-2.298.651,-4.320.078
-2.291.376,-4.319.185
-2.297.434,-4.348.388
-2.298.338,-4.319.122
-2.297.019,-431.852
-2.289.383,-4.321.968
-2.298.569,-4.322.128
-2.296.298,-4.317.619
-2.298.373,-4.319.317
-2.295.904,-4.320.241
-230.295,-4.347.135
-2.297.836,-4.319.018
-229.779,-4.319.106
-2.292.187,-4.317.758
-2.302.433,-4.350.258
-2.297.596,-4.319.056
-2.301.017,-4.336.759
-2.298.235,-4.319.305
-2.298.395,-4.320.052
-2.288.885,-4.332.093
-2.298.452,-4.319.128
-2.301.104,-4.332.853
-2.298.432,-4.319.875
-2.298.296,-4.321.846
-2.297.313,-4.318.569
-229.823,-4.321.753
-2.300.333,-4.334.188
-2.300.402,-433.399
-2.300.411,-4.334.132
-2.297.227,-4.318.857
-2.297.971,-4.318.914
-2.298.389,-4.320.242
-2.297.096,-4.318.699
-2.298.033,-4.318.969
-2.297.958,-4.341.435
-2.298.326,-4.318.935
-2.293.924,-4.318.169
-2.298.609,-4.322.817
-2.290.903,-431.907
-22.972,-431.897
-2.303.067,-4.347.322
-2.296.794,-4.319.013
-2.297.229,-4.319.132
-2.291.971,-4.317.763
-2.298.525,-4.319.576
-2.295.355,-43.19
-2.297.286,-4.318.483
-2.299.895,-4.330.737
-2.297.508,-4.318.748
-2.296.479,-4.318.168
-2.293.994,-4.317.536
-2.296.905,-4.318.145
-2.296.529,-4.317.826
-2.298.135,-4.320.012
-2.292.726,-4.317.894
-2.298.108,-4.319.149
-229.095,-4.318.808
-2.301.116,-4.332.173
-2.296.657,-4.318.241
-2.292.026,-4.323.571
-2.291.973,-432.297
-2.293.868,-4.317.696
-2.300.983,-4.334.449
-2.298.537,-4.322.514
-2.294.922,-4.318.177
-2.292.042,-4.321.922
-2.306.453,-4.356.603
-229.616,-4.317.467
-2.298.599,-432.051
-2.296.676,-4.317.478
-2.292.433,-4.324.264
-2.296.835,-4.317.961
-2.298.433,-4.329.902
-2.296.461,-4.338.322
-229.813,-4.323.738
-23.012,-4.332.883
-23.004,-4.334.867
-2.290.998,-4.317.817
-2.295.226,-4.318.277
-2.296.653,-4.319.057
-2.299.818,-4.330.394
-2.291.943,-4.317.945
-2.298.462,-4.322.393
-2.291.713,-4.317.782
-2.297.537,-4.318.761
-2.290.655,-4.317.391
-229.763,-431.911
-2.300.331,-4.332.969
-2.296.997,-431.882
-2.298.419,-4.322.202
-2.300.346,-4.332.928
-2.291.976,-4.319.108
-2.300.823,-4.334.568
-2.298.089,-432.349
-2.298.309,-4.319.356
-2.296.437,-4.317.813
-2.298.274,-4.321.902
-2.292.186,-431.856
-2.301.324,-4.330.155
-23.024,-4.348.773
-2.298.358,-4.320.183
-229.907,-4.323.115
-2.295.276,-4.326.327
-2.281.257,-4.320.775
-2.297.408,-4.318.823
-2.289.268,-4.328.509
-2.298.121,-4.319.568
-2.292.315,-431.842
-2.301.073,-433.428
-2.300.693,-4.332.832
-2.297.492,-4.319.424
-2.297.166,-4.319.227
-2.298.741,-4.319.893
-2.297.775,-4.318.977
-2.298.478,-4.322.045
-2.297.647,-4.318.877
-2.296.437,-4.322.016
-2.298.087,-4.323.584
-2.290.396,-432.512
-2.298.069,-4.319.131
-2.296.749,-4.339.878
-229.527,-4.319.309
-2.303.087,-4.349.199
-2.294.974,-4.318.235
-2.299.735,-4.323.841
-2.298.297,-4.322.767
-2.300.785,-4.333.445
-2.300.936,-4.331.069
-2.293.505,-4.317.682
-2.297.806,-43.189
-2.289.164,-4.321.982
-2.298.443,-4.320.401
-2.294.502,-4.316.071
-2.293.947,-4.317.592
-2.298.446,-4.322.275
-2.292.174,-4.317.794
-2.298.272,-4.320.529
-2.298.178,-4.319.304
-2.295.323,-4.319.464
-2.298.424,-431.987
-2.298.222,-4.319.534
-2.292.695,-4.336.632
-2.298.333,-4.319.786
-2.291.261,-4.319.674
-2.296.611,-4.318.149
-2.296.881,-4.339.551
-2.296.848,-4.318.102
-2.298.206,-4.319.192
-2.297.022,-4.318.894
-2.297.015,-4.319.001
-2.294.571,-4.318.454
-2.297.742,-4.319.182
-2.299.398,-4.330.977
-2.291.431,-4.318.875
-2.293.408,-4.317.693
-229.568,-4.333.497
-2.298.262,-4.319.384
-2.296.358,-4.316.954
-2.298.176,-4.319.174
-2.297.442,-4.318.844
-2.297.161,-4.339.649
-2.293.238,-43.196
-2.294.072,-4.318.009
-2.297.174,-4.339.217
-2.291.704,-4.318.231
-229.679,-4.318.196
-2.296.268,-4.340.064
-2.291.693,-4.318.412
-2.297.768,-431.899
-2.298.599,-4.319.669
-2.298.551,-4.319.197
-2.281.468,-4.320.846
-2.291.326,-4.318.624
-2.298.646,-4.321.119
-2.291.875,-4.322.483
-2.296.732,-4.318.036
-2.298.062,-4.319.451
-229.484,-4.318.151
-2.289.778,-4.327.692
-228.176,-4.335.826
-229.807,-4.320.618
-2.294.266,-433.354
-2.298.311,-431.892
-2.297.612,-4.319.072
-2.300.768,-4.336.553
-2.296.222,-4.317.649
-2.298.409,-4.319.545
-2.297.923,-4.319.169
-2.293.452,-4.317.576
-2.293.129,-4.317.647
-2.296.632,-4.318.711
-2.289.219,-4.321.803
-2.301.589,-4.330.746
-2.301.399,-4.331.391
-2.302.979,-4.347.341
-2.296.341,-4.317.576
-2.298.565,-4.320.945
-2.290.951,-4.317.527
-2.297.703,-4.319.253
-2.298.415,-431.965
-2.296.306,-4.317.061
-2.296.528,-4.317.484
-229.494,-4.318.117
-2.297.994,-4.318.987
-2.298.574,-4.319.091
-229.279,-4.323.366
-2.294.759,-4.318.985
-229.837,-4.354.846
-2.298.543,-431.984
-2.296.683,-4.317.891
-2.296.828,-4.318.956
-2.297.362,-4.318.903
-2.297.554,-4.318.993
-2.296.188,-4.339.948
-2.298.243,-4.321.436
-2.298.231,-4.319.159
-2.302.357,-434.563
-2.291.127,-4.318.997
-2.298.281,-4.323.107
-2.298.956,-4.323.402
-2.296.458,-4.317.755
-2.296.882,-4.318.337
-2.297.828,-4.319.128
-2.296.241,-433.988
-2.296.969,-4.318.397
-2.296.322,-4.317.457
-2.298.735,-4.319.662
-229.658,-4.317.835
-2.298.355,-4.319.705
-2.290.047,-4.330.658
-2.289.921,-4.320.038
-2.298.439,-4.320.803
-2.296.226,-433.993
-2.300.986,-4.333.176
-2.297.774,-4.319.306
-2.300.504,-4.333.077
-2.298.242,-431.914
-2.292.449,-4.317.501
-2.298.559,-4.319.097
-2.298.575,-4.322.418
-2.292.366,-431.775
-2.296.888,-4.318.224
-2.300.956,-433.402
-229.656,-4.317.529
-2.294.509,-431.829
-2.284.991,-4.332.439
-2.296.741,-4.318.054
-2.301.684,-4.351.783
-2.291.606,-4.321.226
-2.293.845,-4.335.225
-2.293.297,-4.317.646
-2.298.551,-4.319.894
-2.298.367,-4.319.217
-2.300.013,-4.334.787
-2.297.307,-4.318.889
-2.291.566,-4.317.927
-2.290.903,-4.318.908
-2.292.317,-4.342.546
-2.298.354,-4.319.014
-2.298.496,-4.319.018
-2.296.666,-4.318.486
-2.297.741,-4.319.043
-2.300.249,-4.338.015
-2.297.729,-4.319.165
-2.297.579,-4.319.182
-22.976,-4.318.957
-2.298.271,-4.319.325
-2.297.889,-4.319.093
-2.297.656,-4.318.773
-2.298.468,-4.319.317
-229.797,-4.318.991
-229.828,-4.319.044
-2.296.222,-4.316.686
-2.299.041,-4.323.222
-2.298.613,-431.938
-2.298.023,-4.319.144
-2.280.248,-4.320.496
-2.297.126,-4.318.821
-2.296.997,-4.318.138
-2.291.573,-432.122
-2.301.015,-4.334.071
-2.300.651,-4.329.951
-2.300.902,-4.335.772
-2.297.375,-4.318.952
-2.298.568,-4.320.614
-2.297.168,-4.319.108
-2.298.524,-4.319.946
-2.296.797,-4.338.607
-2.296.406,-4.317.259
-2.296.496,-4.322.408
-2.293.502,-4.318.459
-2.297.173,-4.318.729
-2.296.798,-4.318.116
-2.296.394,-4.317.485
-2.295.641,-4.316.546
-2.298.323,-4.320.517
-2.300.339,-4.334.128
-2.296.035,-4.326.913
-2.292.087,-4.317.909
-2.298.466,-4.319.235
-2.297.645,-4.319.242
-2.301.351,-4.340.234
-229.475,-4.319.044
-2.297.124,-4.318.872
-2.297.181,-4.338.529
-2.292.132,-4.317.526
-2.298.716,-431.959
-2.291.111,-4.324.128
-2.298.341,-4.319.043
-2.298.283,-4.320.029
-2.294.479,-43.183
-2.292.705,-4.317.781
-2.295.177,-4.317.071
-2.296.364,-4.317.666
-2.292.036,-4.317.839
-2.296.522,-4.319.433
-2.302.216,-4.345.118
-2.300.168,-433.501
-2.296.561,-4.318.028
-2.298.511,-4.320.305
-229.857,-4.322.232
-2.297.541,-431.876
-229.839,-4.319.345
-2.295.316,-4.319.287
-2.294.818,-4.319.169
-2.291.761,-4.326.399
-2.298.083,-4.319.447
-2.296.732,-4.317.718
-2.298.563,-4.319.404
-2.296.448,-4.322.118
-2.294.953,-4.319.377
-2.299.516,-4.327.008
-2.297.513,-431.868
-2.298.434,-4.318.893
-2.293.527,-4.319.121
-2.298.602,-4.322.175
-2.297.388,-434.856
-2.298.063,-4.319.845
-2.291.293,-4.318.375
-2.300.899,-4.335.005
-230.038,-4.334.183
-230.108,-4.335.107
-2.300.984,-4.332.808
-2.297.101,-4.318.735
-2.299.508,-4.326.828
-2.296.643,-4.317.961
-2.296.744,-4.318.318
-2.296.456,-4.323.008
-2.289.202,-4.321.866
-2.298.525,-432.285
-2.298.424,-4.319.933
-2.291.606,-4.318.117
-2.297.071,-43.188
-2.296.846,-4.318.626
-2.292.011,-4.317.017
-2.296.342,-4.317.658
-2.295.449,-4.319.196
-2.297.006,-4.318.647
-2.291.846,-431.908
-2.296.922,-4.318.561
-229.729,-431.862
-2.291.837,-431.834
-2.297.318,-4.318.754
-2.298.558,-4.319.407
-2.298.286,-4.320.969
-2.297.304,-4.339.386
-2.298.468,-4.319.501
-2.297.352,-4.318.697
-2.296.077,-4.317.402
-2.296.361,-4.318.022
-2.298.271,-4.319.167
-2.295.169,-4.318.695
-2.297.764,-4.319.143
-229.604,-4.316.748
-2.298.479,-4.319.809
-2.298.329,-4.320.632
-2.298.425,-4.322.615
-2.295.159,-4.318.682
-2.300.979,-4.336.771
-2.298.333,-4.320.108
-2.297.527,-4.319.037
-2.294.913,-4.318.333
-2.298.564,-4.322.236
-2.292.274,-4.322.807
-2.297.247,-4.318.736
-2.290.397,-4.320.544
-2.296.629,-4.318.031
-2.298.437,-431.972
-2.297.797,-4.322.681
-2.296.364,-4.316.929
-2.298.392,-4.320.385
-2.293.458,-4.324.459
-2.297.993,-4.319.002
-2.300.246,-4.339.026
-2.298.378,-4.320.041
-2.301.027,-4.342.928
-2.297.969,-4.319.121
-2.296.272,-4.317.754
-2.296.966,-4.318.695
-2.296.409,-4.317.607
-2.280.693,-4.317.912
-2.280.672,-4.317.748
-228.068,-4.317.791
-2.296.272,-4.317.827
-2.297.172,-4.318.663
-2.293.053,-4.317.626
-2.290.821,-432.103
-2.292.322,-4.317.356
-2.298.547,-432.098
-2.294.324,-4.318.616
-2.302.501,-4.350.074
-2.291.779,-4.318.119
-229.672,-4.339.701
-2.298.455,-4.320.144
-2.291.886,-4.318.385
-2.296.314,-4.316.976
-2.290.633,-4.317.346
-2.293.925,-431.789
-2.291.015,-4.318.948
-2.296.895,-433.959
-2.283.603,-4.326.621
-2.298.493,-4.320.431
-2.295.445,-4.318.034
-2.293.328,-4.318.589
-2.298.396,-4.319.285
-2.297.803,-431.927
-2.293.321,-4.317.897
-2.301.436,-433.075
-2.296.433,-4.317.101
-2.296.291,-431.717
-2.297.547,-4.322.847
-2.295.395,-4.317.163
-2.297.129,-4.318.705
-2.297.013,-4.338.856
-2.280.658,-4.318.145
-2.296.262,-4.316.873
-230.119,-4.331.719
-2.298.621,-43.191
-2.295.491,-4.317.536
-2.297.237,-4.318.519
-2.294.554,-4.318.339
-2.296.414,-4.316.854
-2.297.516,-4.319.274
-2.298.446,-4.321.671
-2.290.738,-4.337.909
-2.291.272,-4.318.763
-2.300.856,-4.334.516
-2.298.394,-4.320.663
-2.298.316,-4.320.366
-2.293.861,-4.334.427
-2.298.609,-4.320.589
-2.292.179,-4.318.487
-2.297.073,-4.318.473
-2.298.628,-4.325.276
-2.295.037,-4.319.261
-2.294.341,-4.317.679
-2.301.428,-4.330.498
-2.298.498,-4.319.249
-2.297.172,-4.318.711
-2.297.297,-4.319.273
-2.297.608,-4.319.276
-229.728,-4.322.903
-2.291.258,-4.322.189
-2.297.223,-4.318.882
-2.293.011,-4.323.193
-2.298.687,-4.319.051
-2.292.895,-4.317.638
-2.298.261,-4.322.481
-229.571,-4.319.452
-2.291.955,-4.321.881
-2.296.848,-4.318.265
-2.298.603,-4.320.078
-2.294.972,-4.318.289
-22.984,-4.320.729
-2.298.777,-4.323.121
-2.296.674,-4.317.932
-2.297.992,-4.322.586
-2.300.889,-4.335.863
-2.298.531,-43.222
-2.297.332,-4.318.568
-2.291.019,-43.177
-2.300.583,-4.334.051
-2.298.319,-4.319.381
-2.297.629,-4.319.145
-2.297.251,-4.318.698
-2.300.983,-4.334.417
-2.292.828,-4.317.492
-2.298.741,-4.348.932
-2.298.242,-4.320.293
-2.297.211,-4.319.139
-2.298.194,-4.321.744
-2.295.109,-4.319.299
-2.297.975,-4.320.276
-2.299.228,-4.323.877
-2.296.455,-431.721
-2.295.366,-4.318.173
-2.296.646,-4.318.018
-2.295.332,-4.318.066
-2.291.318,-4.318.347
-2.296.352,-4.318.048
-2.298.589,-4.320.653
-2.298.571,-4.319.821
-2.292.442,-4.318.665
-2.295.853,-4.319.156
-229.182,-4.318.273
-2.291.658,-4.318.264
-2.297.159,-4.318.423
-2.295.135,-4.318.199
-2.292.776,-4.317.466
-2.296.725,-4.318.172
-2.298.497,-4.322.694
-2.298.506,-4.319.545
-2.297.681,-4.319.005
-2.300.373,-4.333.995
-2.297.656,-4.319.124
-2.295.863,-4.320.627
-2.298.149,-4.322.319
-2.295.143,-4.316.802
-2.302.622,-4.354.889
-2.296.174,-431.704
-229.515,-4.319.209
-229.735,-4.319.054
-2.301.462,-4.328.958
-2.291.682,-4.320.596
-2.297.396,-4.319.167
-2.298.048,-432.211
-2.296.014,-4.317.016
-2.296.927,-4.318.562
-229.685,-4.318.711
-2.298.304,-4.321.163
-2.298.357,-4.319.735
-2.298.458,-4.319.782
-2.301.893,-4.348.891
-2.298.631,-4.322.576
-2.296.317,-4.317.823
-2.290.032,-4.327.085
-2.297.067,-4.318.175
-2.292.358,-4.317.603
-2.296.301,-431.751
-229.395,-4.317.794
-2.297.267,-4.370.438
-2.297.003,-4.318.574
-2.301.199,-4.331.368
-2.296.546,-4.318.266
-2.296.734,-4.318.271
-2.300.691,-4.343.081
-2.299.929,-4.333.148
-2.298.398,-4.319.173
-2.296.771,-4.318.512
-2.295.461,-4.318.387
-2.296.729,-4.318.496
-2.302.033,-4.347.718
-2.297.525,-4.319.273
-2.298.064,-4.319.999
-2.293.821,-4.317.677
-2.297.574,-4.318.986
-2.290.361,-4.325.324
-2.291.375,-4.323.626
-2.298.411,-4.320.456
-2.288.965,-4.339.899
-2.297.238,-4.318.658
-2.296.929,-4.339.231
-2.293.878,-4.319.163
-2.297.559,-4.319.305
-2.298.215,-431.924
-2.298.351,-4.320.929
-2.297.483,-4.318.779
-2.296.308,-4.316.659
-2.302.103,-4.350.282
-2.300.526,-4.335.242
-2.295.491,-4.319.945
-2.300.276,-4.335.064
-2.297.686,-4.319.142
-2.297.426,-4.319.122
-2.293.492,-4.319.827
-2.298.237,-4.322.209
-2.295.177,-4.317.571
-2.291.243,-4.321.332
-2.291.781,-4.322.641
-2.295.771,-4.320.009
-2.296.902,-4.318.507
-2.296.614,-4.318.342
-2.298.238,-4.319.587
-2.291.831,-4.318.759
-2.296.192,-4.316.971
-2.298.575,-4.320.597
-2.298.304,-4.319.926
-2.297.588,-4.318.892
-2.298.632,-4.319.392
-2.301.857,-4.346.681
-2.298.522,-4.321.821
-2.296.487,-4.317.606
-2.297.501,-4.319.044
-2.298.336,-4.320.853
-2.296.666,-4.318.855
-2.298.425,-4.319.082
-2.292.352,-4.323.399
-2.292.515,-4.318.081
-2.300.858,-4.343.675
-2.298.138,-4.320.076
-2.292.341,-4.323.296
-2.296.308,-4.316.966
-2.296.116,-4.316.568
-2.293.894,-4.317.754
-229.824,-4.320.029
-2.298.181,-4.322.432
-2.298.523,-4.322.872
-2.293.078,-4.323.217
-2.296.928,-4.318.855
-2.292.126,-4.318.348
-2.298.478,-4.324.548
-2.301.056,-4.334.517
-229.767,-4.319.247
-2.298.171,-4.322.403
-2.296.762,-4.318.078
-2.291.445,-4.318.428
-2.296.715,-4.339.497
-229.854,-4.322.825
-2.298.469,-4.338.329
-2.296.407,-4.317.676
-229.778,-4.319.166
-2.298.315,-4.321.547
-2.300.522,-4.332.844
-2.298.605,-4.319.031
-2.297.267,-4.322.863
-2.298.667,-4.318.971
-2.300.648,-4.332.462
-2.292.977,-4.318.931
-2.292.309,-432.064
-2.296.639,-4.318.539
-2.292.211,-431.818
-229.859,-4.320.338
-230.108,-4.335.809
-229.299,-4.317.636
-2.298.508,-4.319.245
-2.297.705,-4.322.742
-2.291.292,-4.318.373
-2.293.478,-4.324.594
-2.298.567,-432.051
-2.293.181,-4.318.822
-2.297.359,-4.319.364
-2.298.508,-4.320.483
-2.298.464,-4.322.097
-229.866,-4.322.642
-2.301.367,-4.340.054
-2.297.169,-4.319.178
-2.298.127,-4.322.567
-229.682,-4.318.221
-2.300.839,-4.342.831
-2.297.089,-4.318.838
-2.293.293,-4.317.527
-2.300.908,-4.334.485
-2.291.512,-431.769
-2.293.205,-4.318.283
-2.298.038,-431.933
-2.293.558,-4.317.607
-2.291.367,-4.317.889
-2.296.105,-4.319.352
-2.296.471,-4.318.098
-2.295.409,-4.318.425
-2.298.157,-4.322.473
-2.297.293,-43.187
-2.298.682,-4.319.364
-2.291.519,-4.317.806
-229.847,-4.319.535
-2.298.337,-4.320.472
-2.298.412,-4.319.331
-229.744,-4.318.886
-2.299.459,-4.323.639
-2.298.521,-4.319.505
-2.298.484,-4.319.873
-2.293.507,-4.318.739
-2.298.506,-4.320.687
-2.301.053,-4.335.514
-2.297.867,-4.318.992
-22.988,-4.319.318
-2.295.634,-4.319.487
-2.296.483,-4.317.756
-2.298.478,-4.321.484
-2.298.614,-4.319.779
-2.298.099,-4.322.694
-2.296.154,-4.316.672
-2.292.863,-431.763
-2.297.982,-4.319.036
-2.291.596,-4.317.386
-2.294.496,-4.320.609
-2.301.961,-4.348.846
-2.297.497,-4.319.189
-2.298.507,-4.320.775
-2.296.229,-431.747
-2.297.361,-4.318.633
-2.290.723,-4.321.957
-2.297.523,-4.319.452
-2.296.947,-431.879
-2.298.157,-4.320.253
-2.296.837,-4.318.489
-2.298.262,-4.322.458
-2.298.291,-4.320.667
-2.298.535,-4.319.447
-2.302.047,-4.346.693
-2.296.245,-4.320.131
-2.298.564,-4.319.939
-2.298.657,-4.319.898
-2.298.594,-4.319.219
-2.298.024,-4.323.412
-2.296.857,-4.318.184
-2.298.162,-4.319.866
-2.298.514,-432.094
